# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 24 07:25:19 2026
#
# User preference: *
#
# CONSTRAINT:  where (tfopwg_disp like '%CP%')
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
1097.01,360630575,CP,12h39m06.21s,189.7758590,-74d34m26.47s,-74.5740200,-50.3590000,0.039,-0.039,0,-6.8740000,0.040,-0.040,0,2459376.4105180,0.001678,-0.001678,0,9.1885060,0.0000288,-0.0000288,0,2.4920000,0.1530000,-0.1530000,0,460.0000000,0.4277350,-0.4277350,0,2.1659100,0.1217650,-0.1217650,0,63.4589000,,,,786.0000000,,,,8.7215000,0.006,-0.006,0,79.5561000,0.1485500,-0.1485500,0,5876.0000000,124.0000000,-124.0000000,0,4.4800000,0.0800000,-0.0800000,0,0.9800000,0.0400000,-0.0400000,0,2019-08-12 16:22:54,2024-09-10 10:08:02
1097.02,360630575,CP,12h39m06.21s,189.7758590,-74d34m26.47s,-74.5740200,-50.3590000,0.039,-0.039,0,-6.8740000,0.040,-0.040,0,2459344.4618270,0.002610,-0.002610,0,13.9028391,0.0013871,-0.0013871,0,2.1264429,0.4109736,-0.4109736,0,647.2701039,70.9312900,-70.9312900,0,2.6136848,1.3332980,-1.3332980,0,77.4841883,,,,756.6987586,,,,8.7215000,0.006,-0.006,0,79.5561000,0.1485500,-0.1485500,0,5876.0000000,124.0000000,-124.0000000,0,4.4800000,0.0800000,-0.0800000,0,0.9832150,0.0449925,-0.0449925,0,2022-03-24 22:19:26,2023-03-03 12:03:04
1098.01,383390264,CP,12h50m21.43s,192.5892850,-88d07m16s,-88.1211110,-18.7760000,0.039,-0.039,0,-18.0860000,0.039,-0.039,0,2458629.9090820,0.000837,-0.000837,0,10.1826983,0.0000129,-0.0000129,0,2.8275109,0.2582998,-0.2582998,0,667.4752458,45.2556420,-45.2556420,0,3.0538057,0.7958977,-0.7958977,0,198.3947830,,,,957.1991659,,,,8.7581000,0.006,-0.006,0,105.0960000,0.2660000,-0.2660000,0,6153.0000000,194.0000000,-194.0000000,0,4.3481400,0.2714190,-0.2714190,0,1.1458200,0.0509699,-0.0509699,0,2019-08-16 20:20:49,2024-02-13 10:08:02
1099.01,290348383,CP,21h54m52.36s,328.7181710,-77d20m19.69s,-77.3388020,224.8640000,0.062,-0.062,0,-186.6250000,0.057,-0.057,0,2460140.2209270,0.000990,-0.000990,0,6.4410060,0.0000060,-0.0000060,0,1.8120000,0.5050000,-0.5050000,0,914.0000000,46.8059000,-46.8059000,0,2.5637400,0.1944800,-0.1944800,0,87.8902000,,,,853.0000000,,,,7.3661000,0.006,-0.006,0,23.6060000,0.0179000,-0.0179000,0,4867.0000000,179.0000000,-179.0000000,0,4.4380000,,,0,0.8000000,0.0600000,-0.0600000,0,2019-08-16 20:20:46,2023-12-03 12:03:15
1107.01,394561119,CP,10h22m25.89s,155.6078630,-82d13m07.93s,-82.2188690,9.0650000,0.045,-0.045,0,2.8960000,0.041,-0.041,0,2459336.0736460,0.000176,-0.000176,0,4.0782392,0.0000017,-0.0000017,0,4.8475616,0.0254922,-0.0254922,0,6046.6959687,29.4623030,-29.4623030,0,13.8981740,0.6260191,-0.6260191,0,1619.0081232,,,,1617.8267296,,,,10.0068000,0.006,-0.006,0,281.3140000,2.0170000,-2.0170000,0,6501.0000000,138.9000000,-138.9000000,0,4.0800000,0.0900000,-0.0900000,0,1.7483600,0.0780452,-0.0780452,0,2019-08-15 15:39:15,2024-02-15 10:08:02
1130.01,254113311,CP,19h05m30.24s,286.3760040,-41d26m15.5s,-41.4376400,12.5380000,0.088,-0.088,0,-27.1800000,0.071,-0.071,0,2460144.1371220,0.002393,-0.002393,0,8.3499800,0.0000100,-0.0000100,0,1.8360000,0.0610000,-0.0610000,0,16680.0000000,15.1352000,-15.1352000,0,11.1424000,1.0632700,-1.0632700,0,19.9348000,,,,588.0000000,,,,10.1429000,0.006,-0.006,0,58.2609000,0.1695500,-0.1695500,0,4236.0000000,122.3000000,-122.3000000,0,4.5200000,0.1000000,-0.1000000,0,0.7400000,0.0700000,-0.0700000,0,2019-08-22 14:42:11,2025-07-22 12:04:25
1130.02,254113311,CP,19h05m30.24s,286.3760040,-41d26m15.5s,-41.4376400,12.5380000,0.088,-0.088,0,-27.1800000,0.071,-0.071,0,2460126.9242640,0.000822,-0.000822,0,4.0686405,0.0002958,-0.0002958,0,1.8373729,0.0777888,-0.0777888,0,2650.0950013,99.4058600,-99.4058600,0,3.7548333,0.5705166,-0.5705166,0,84.1087660,,,,772.3783020,,,,10.1429000,0.006,-0.006,0,58.2609000,0.1695500,-0.1695500,0,4236.0000000,122.3000000,-122.3000000,0,4.5200000,0.1000000,-0.1000000,0,0.7419210,0.0675678,-0.0675678,0,2019-09-03 17:42:04,2025-07-22 12:04:25
1135.01,154872375,CP,12h53m35.13s,193.3963700,+85d07m46.18s,85.1294950,16.8830000,0.050,-0.050,0,5.0760000,0.042,-0.042,0,2460658.9742600,0.000185,-0.000185,0,8.0277326,0.0000013,-0.0000013,0,4.2840000,0.0210000,-0.0210000,0,5705.0000000,19.6569000,-19.6569000,0,9.0688300,0.4068970,-0.4068970,0,248.6190000,,,,1106.0000000,,,,9.0285500,0.006,-0.006,0,114.0480000,0.3070000,-0.3070000,0,5962.7000000,68.6000000,-68.6000000,0,4.3800000,0.0800000,-0.0800000,0,1.1500000,0.0500000,-0.0500000,0,2019-08-27 16:09:24,2025-07-18 16:00:01
1136.01,142276270,CP,12h48m44.38s,192.1848980,+64d51m18.99s,64.8552760,0.9370000,0.039,-0.039,0,-10.1710000,0.034,-0.034,0,2459612.4476910,0.001448,-0.001448,0,12.5187279,0.0000316,-0.0000316,0,5.3800000,0.2000000,-0.2000000,0,2320.0000000,4.4652500,-4.4652500,0,5.5885700,0.3578140,-0.3578140,0,626.3620000,,,,1393.0000000,,,,8.9361000,0.006,-0.006,0,84.5362000,0.1580000,-0.1580000,0,5729.0000000,131.1000000,-131.1000000,0,4.4700000,0.0800000,-0.0800000,0,0.9800000,0.0500000,-0.0500000,0,2019-08-27 12:09:00,2024-05-16 10:08:02
1136.02,142276270,CP,12h48m44.38s,192.1848980,+64d51m18.99s,64.8552760,0.9370000,0.039,-0.039,0,-10.1710000,0.034,-0.034,0,2460366.0265140,0.001799,-0.001799,0,6.2586065,0.0000103,-0.0000103,0,3.2010000,0.5080000,-0.5080000,0,813.0000000,34.3389000,-34.3389000,0,2.5159300,0.1473480,-0.1473480,0,232.3920000,,,,1087.0000000,,,,8.9361000,0.006,-0.006,0,84.5362000,0.1580000,-0.1580000,0,5729.0000000,131.1000000,-131.1000000,0,4.4700000,0.0800000,-0.0800000,0,0.9800000,0.0500000,-0.0500000,0,2019-10-17 00:30:12,2024-05-08 10:08:01
1136.03,142276270,CP,12h48m44.38s,192.1848980,+64d51m18.99s,64.8552760,0.9370000,0.039,-0.039,0,-10.1710000,0.034,-0.034,0,2459594.1834630,0.002909,-0.002909,0,26.3208756,0.0001272,-0.0001272,0,4.4140000,0.5620000,-0.5620000,0,800.0000000,0.4352050,-0.4352050,0,2.7134900,0.1517930,-0.1517930,0,26.4328000,,,,631.0000000,,,,8.9361000,0.006,-0.006,0,84.5362000,0.1580000,-0.1580000,0,5729.0000000,131.1000000,-131.1000000,0,4.4700000,0.0800000,-0.0800000,0,0.9800000,0.0500000,-0.0500000,0,2019-11-15 23:57:09,2024-05-16 10:08:02
1136.04,142276270,CP,12h48m44.38s,192.1848980,+64d51m18.99s,64.8552760,0.9370000,0.039,-0.039,0,-10.1710000,0.034,-0.034,0,2458697.7558070,0.002570,-0.002570,0,18.7955470,0.0001037,-0.0001037,0,4.3425576,0.4313743,-0.4313743,0,470.6731965,55.5371100,-55.5371100,0,2.1597669,0.8829104,-0.8829104,0,48.4770770,,,,672.9826313,,,,8.9361000,0.006,-0.006,0,84.5362000,0.1580000,-0.1580000,0,5729.0000000,131.1000000,-131.1000000,0,4.4700000,0.0800000,-0.0800000,0,0.9777270,0.0483517,-0.0483517,0,2020-07-16 04:56:45,2024-09-17 10:08:02
1173.01,232967440,CP,13h10m43.94s,197.6830970,+70d46m04.84s,70.7680120,57.6510000,0.055,-0.055,0,-92.5550000,0.042,-0.042,0,2460341.7843050,0.000298,-0.000298,0,7.0643978,0.0000019,-0.0000019,0,2.4240000,0.1830000,-0.1830000,0,8268.0000000,144.0820000,-144.0820000,0,9.3913100,0.5299400,-0.5299400,0,104.3110000,,,,890.0000000,,,,10.2938000,0.006,-0.006,0,132.3530000,0.4595000,-0.4595000,0,5429.6000000,292.5000000,-292.5000000,0,4.4400000,0.0800000,-0.0800000,0,0.9600000,0.0500000,-0.0500000,0,2019-08-27 16:09:26,2024-03-29 10:08:02
1174.01,154089169,CP,13h56m52.12s,209.2171750,+68d37m05.56s,68.6182110,-81.0770000,0.052,-0.052,0,45.4980000,0.042,-0.042,0,2460355.4033070,0.002268,-0.002268,0,8.9534775,0.0000218,-0.0000218,0,2.6960000,0.3160000,-0.3160000,0,1136.0000000,46.1782000,-46.1782000,0,2.3588800,0.1657630,-0.1657630,0,45.5604000,,,,723.0000000,,,,10.2549000,0.006,-0.006,0,94.6375000,0.2501000,-0.2501000,0,5029.5000000,59.9000000,-59.9000000,0,4.6100000,0.0900000,-0.0900000,0,0.7600000,0.0500000,-0.0500000,0,2019-08-27 16:09:26,2025-04-20 12:03:53
118.01,266980320,CP,23h18m14.22s,349.5592660,-56d54m14.35s,-56.9039860,313.9180000,0.039,-0.039,0,-20.1770000,0.043,-0.043,0,2460899.8838420,0.000827,-0.000827,0,6.0344634,0.0000035,-0.0000035,0,2.0529010,0.3050467,-0.3050467,0,1750.6457632,50.3058305,-50.3058305,0,4.6585117,0.2636656,-0.2636656,0,598.4407993,,,,1377.9182059,,,,9.1790000,0.006,-0.006,0,94.1719000,0.2512000,-0.2512000,0,5586.0000000,187.0000000,-187.0000000,0,4.3676300,0.2702470,-0.2702470,0,1.0500000,0.0500000,-0.0500000,0,2018-09-05 18:51:57,2026-04-09 10:08:01
1180.01,158002130,CP,14h18m13.39s,214.5557740,+82d11m37.55s,82.1937640,84.4080000,0.045,-0.045,0,-64.8980000,0.043,-0.043,0,2460473.4114860,0.001090,-0.001090,0,9.6867516,0.0000103,-0.0000103,0,2.5120000,0.4970000,-0.4970000,0,1669.0000000,39.1610000,-39.1610000,0,3.0033600,0.2181030,-0.2181030,0,41.6645000,,,,707.0000000,,,,10.1120000,0.006,-0.006,0,72.0238000,0.1323500,-0.1323500,0,4738.1000000,139.3000000,-139.3000000,0,4.5900000,0.1000000,-0.1000000,0,0.7300000,0.0500000,-0.0500000,0,2019-08-27 16:09:25,2025-04-20 12:03:53
