# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun 24 07:18:55 2026
#
# User preference: *
#
# CONSTRAINT:  where (tfopwg_disp like '%FP%')
#
# COLUMN toi:            TESS Object of Interest
# COLUMN tid:            TESS Input Catalog ID
# COLUMN tfopwg_disp:    TFOPWG Dispostion (CP | FP | KP | PC)
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN st_pmra:        PMRA [mas/yr]
# COLUMN st_pmraerr1:    PMRA Upper Unc [mas/yr]
# COLUMN st_pmraerr2:    PMRA Lower Unc [mas/yr]
# COLUMN st_pmralim:     PMRA Limit Flag
# COLUMN st_pmdec:       PMDec [mas/yr]
# COLUMN st_pmdecerr1:   PMDec Upper Unc [mas/yr]
# COLUMN st_pmdecerr2:   PMDec Lower Unc [mas/yr]
# COLUMN st_pmdeclim:    PMDec Limit Flag
# COLUMN pl_tranmid:     Planet Transit Midpoint Value [BJD]
# COLUMN pl_tranmiderr1: Planet Transit Midpoint Upper Unc [BJD]
# COLUMN pl_tranmiderr2: Planit Transit Midpoint Lower Unc [BJD]
# COLUMN pl_tranmidlim:  Planet Transit Midpoint Limit Flag
# COLUMN pl_orbper:      Planet Orbital Period Value [days]
# COLUMN pl_orbpererr1:  Planet Orbital Period Upper Unc [days]
# COLUMN pl_orbpererr2:  Planet Orbital Period Lower Unc [days]
# COLUMN pl_orbperlim:   Planet Orbital Period Limit Flag
# COLUMN pl_trandurh:    Planet Transit Duration Value [hours]
# COLUMN pl_trandurherr1: Planet Transit Duration Upper Unc [hours]
# COLUMN pl_trandurherr2: Planet Transit Duration Lower Unc [hours]
# COLUMN pl_trandurhlim: Planet Transit Duration Limit Flag
# COLUMN pl_trandep:     Planet Transit Depth Value [ppm]
# COLUMN pl_trandeperr1: Planet Transit Depth Upper Unc [ppm]
# COLUMN pl_trandeperr2: Planet Transit Depth Lower Unc [ppm]
# COLUMN pl_trandeplim:  Planet Transit Depth Limit Flag
# COLUMN pl_rade:        Planet Radius Value [R_Earth]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc [R_Earth]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc [R_Earth]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_insol:       Planet Insolation Value [Earth flux]
# COLUMN pl_insolerr1:   Planet Insolation Upper Unc [Earth flux]
# COLUMN pl_insolerr2:   Planet Insolation Lower Unc [Earth flux]
# COLUMN pl_insollim:    Planet Insolation Limit Flag
# COLUMN pl_eqt:         Planet Equilibrium Temperature Value [K]
# COLUMN pl_eqterr1:     Planet Equilibrium Temperature Upper Unc [K]
# COLUMN pl_eqterr2:     Planet Equilibrium Temperature Lower Unc [K]
# COLUMN pl_eqtlim:      Planet Equilibrium Temperature Limit Flag
# COLUMN st_tmag:        TESS Magnitude
# COLUMN st_tmagerr1:    TESS Magnitude Upper Unc
# COLUMN st_tmagerr2:    TESS Magnitude Lower Unc
# COLUMN st_tmaglim:     TESS Magnitude Limit Flag
# COLUMN st_dist:        Stellar Distance [pc]
# COLUMN st_disterr1:    Stellar Distance Upper Unc [pc]
# COLUMN st_disterr2:    Stellar Distance Lower Unc [pc]
# COLUMN st_distlim:     Stellar Distance Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature Value [K]
# COLUMN st_tefferr1:    Stellar Effective Termperature Upper Unc [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_logg:        Stellar log(g) Value [cm/s**2]
# COLUMN st_loggerr1:    Stellar log(g) Upper Unc [cm/s**]
# COLUMN st_loggerr2:    Stellar log(g) Lower Unc [cm/s**2]
# COLUMN st_logglim:     Stellar log(g) Limit Flag
# COLUMN st_rad:         Stellar Radius Value [R_Sun]
# COLUMN st_raderr1:     Stellar Radius Upper Unc [R_Sun]
# COLUMN st_raderr2:     Stellar Radius Lower Unc [R_Sun]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN toi_created:    TOI Created Date
# COLUMN rowupdate:      Date Modified
#
toi,tid,tfopwg_disp,rastr,ra,decstr,dec,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_dist,st_disterr1,st_disterr2,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_rad,st_raderr1,st_raderr2,st_radlim,toi_created,rowupdate
1015.01,155044736,FP,08h11m35.03s,122.8959640,-27d58m18.83s,-27.9718960,1.5660000,0.052,-0.052,0,-17.9740000,0.053,-0.053,0,2459963.6100650,0.004221,-0.004221,0,1.3730466,0.0000067,-0.0000067,0,2.5708515,0.1950537,-0.1950537,0,1301.5065338,96.6463700,-96.6463700,0,42.1479417,46.4890400,-46.4890400,0,3160.6328329,,,,1912.3318636,,,,10.7069000,0.008,-0.008,0,906.4960000,28.8415000,-28.8415000,0,4897.0000000,122.0000000,-122.0000000,0,,,,0,6.7996101,,,0,2019-04-01 16:51:56,2023-12-20 16:02:19
1016.01,175310067,FP,07h44m26.59s,116.1107710,-36d05m53.83s,-36.0982850,-9.2310000,0.048,-0.048,0,11.6140000,0.052,-0.052,0,2459238.8311380,0.006715,-0.006715,0,12.6889415,0.0095088,-0.0095088,0,7.9201001,0.5393766,-0.5393766,0,3232.8527885,235.2532800,-235.2532800,0,14.0608342,15.2415910,-15.2415910,0,425.1594177,,,,1158.1310368,,,,10.6257000,0.006,-0.006,0,368.6460000,3.7840000,-3.7840000,0,7601.0000000,135.8000000,-135.8000000,0,4.3100000,0.0800000,-0.0800000,0,1.5364100,0.0479799,-0.0479799,0,2019-04-01 16:52:03,2024-09-09 10:08:01
1017.01,182943944,FP,08h18m54.34s,124.7264110,-37d46m59.7s,-37.7832500,-11.2780000,0.045,-0.045,0,9.5930000,0.045,-0.045,0,2458518.9653600,0.001370,-0.001370,0,1.1042200,0.0001300,-0.0001300,0,2.3700000,0.0620000,-0.0620000,0,14177.7000000,843.7880000,-843.7880000,0,21.0448000,5.2201200,-5.2201200,0,39459.3000000,,,,3926.0000000,,,,10.6019000,0.006,-0.006,0,406.9970000,4.7245000,-4.7245000,0,6995.2000000,157.0000000,-157.0000000,0,4.0700000,0.5500000,-0.5500000,0,1.6100000,0.0700000,-0.0700000,0,2019-07-24 17:08:12,2021-10-29 12:59:15
1018.01,291555748,FP,07h26m51.84s,111.7160190,-50d15m59.64s,-50.2665670,-8.0180000,0.049,-0.049,0,11.5600000,0.047,-0.047,0,2458492.7807800,0.000730,-0.000730,0,4.9591200,0.0001600,-0.0001600,0,2.5090000,0.1300000,-0.1300000,0,7440.0000000,197.9620000,-197.9620000,0,22.9123000,3.2805500,-3.2805500,0,673.5500000,,,,1419.0000000,,,,10.6254000,0.006,-0.006,0,360.5410000,2.9645000,-2.9645000,0,5889.0000000,124.3000000,-124.3000000,0,3.8600000,0.0700000,-0.0700000,0,2.0000000,0.0900000,-0.0900000,0,2019-04-01 16:52:01,2021-10-29 12:59:15
1020.01,140706664,FP,08h33m31.67s,128.3819760,-43d49m42.32s,-43.8284210,-5.8140000,0.051,-0.051,0,4.3280000,0.047,-0.047,0,2458521.2910800,0.002410,-0.002410,0,3.2889200,0.0006600,-0.0006600,0,3.7930000,0.2020000,-0.2020000,0,10518.9000000,530.6080000,-530.6080000,0,,,,0,29832.6000000,,,,3661.0000000,,,,10.7173000,0.013,-0.013,0,906.8270000,23.8635000,-23.8635000,0,8734.2000000,283.6000000,-283.6000000,0,4.1000000,1.4500000,-1.4500000,0,,,,0,2019-07-24 17:08:12,2021-10-29 12:59:15
1021.01,143994283,FP,07h57m12.18s,119.3007500,-42d59m56.94s,-42.9991490,-3.2110000,0.046,-0.046,0,-15.0820000,0.051,-0.051,0,2458492.9042900,0.004260,-0.004260,0,1.9087900,0.0003500,-0.0003500,0,1.9090000,0.2310000,-0.2310000,0,618.4820000,1.4377400,-1.4377400,0,3.3468800,0.2177490,-0.2177490,0,985.8070000,,,,1561.0000000,,,,10.5551000,0.006,-0.006,0,235.9740000,1.5790000,-1.5790000,0,6022.6000000,133.5000000,-133.5000000,0,4.5200000,0.3900000,-0.3900000,0,1.2200000,0.0500000,-0.0500000,0,2019-07-24 17:08:12,2021-10-29 12:59:15
1023.01,238374636,FP,08h03m21.05s,120.8376880,-51d20m44.25s,-51.3456260,-23.3660000,0.042,-0.042,0,22.6520000,0.040,-0.040,0,2459303.3039690,0.003015,-0.003015,0,1.3214483,0.0000231,-0.0000231,0,3.4350000,0.0710000,-0.0710000,0,2180.0000000,137.9460000,-137.9460000,0,21.8839000,4.0147500,-4.0147500,0,35623.2000000,,,,3827.0000000,,,,9.6970000,0.006,-0.006,0,316.3980000,2.2470000,-2.2470000,0,5050.8000000,86.8000000,-86.8000000,0,3.5600000,0.4000000,-0.4000000,0,2.9900000,0.1500000,-0.1500000,0,2019-07-24 18:44:12,2021-12-07 16:02:02
1024.01,141482386,FP,05h47m16.97s,86.8207140,-72d25m21.4s,-72.4226110,1.1280000,0.044,-0.044,0,11.5630000,0.047,-0.047,0,2458339.7227600,0.005920,-0.005920,0,18.0157000,0.0001500,-0.0001500,0,2.5240000,0.4030000,-0.4030000,0,610.0000000,1.6631700,-1.6631700,0,21.6440000,,,0,7.6436400,,,,463.0000000,,,,10.0814000,0.006,-0.006,0,692.2660000,12.1130000,-12.1130000,0,4709.0000000,122.0000000,-122.0000000,0,,,,0,7.6100000,,,0,2019-07-24 18:44:12,2021-10-29 12:59:15
1025.01,297967252,FP,09h30m05.08s,142.5211590,-51d31m01.61s,-51.5171140,-19.1530000,0.168,-0.168,0,11.0460000,0.178,-0.178,0,2460733.6866880,0.000137,-0.000137,0,9.6837908,0.0000013,-0.0000013,0,1.6988586,0.1234614,-0.1234614,0,4965.2496516,45.5800842,-45.5800842,0,25.3602704,0.4591244,-0.4591244,0,2575.8141907,,,,1985.0771972,,,,5.5324000,0.006,-0.006,0,129.8380000,1.7130000,-1.7130000,0,8598.7000000,1245.7000000,-1245.7000000,0,,,,0,,,,0,2019-07-24 18:44:12,2025-12-11 10:08:01
1026.01,388624270,FP,08h21m44.31s,125.4346340,-51d45m33.99s,-51.7594420,47.2280000,0.047,-0.047,0,-6.3250000,0.039,-0.039,0,2460720.8076740,0.003630,-0.003630,0,14.2628757,0.0000385,-0.0000385,0,6.9350494,0.4663160,-0.4663160,0,913.2067174,37.2772746,-37.2772746,0,2.4765813,0.1510812,-0.1510812,0,153.2069421,,,,980.3628831,,,,9.9138000,0.006,-0.006,0,105.6770000,0.2575000,-0.2575000,0,5690.0000000,129.0000000,-129.0000000,0,4.5800000,0.0800000,-0.0800000,0,0.8538980,0.0413895,-0.0413895,0,2019-06-11 14:45:00,2025-09-02 16:00:02
1028.01,447283466,FP,10h28m23.6s,157.0983370,-51d42m19.47s,-51.7054090,30.6500000,0.054,-0.054,0,-33.9060000,0.056,-0.056,0,2458544.4806600,0.004120,-0.004120,0,1.0160600,0.0003400,-0.0003400,0,2.8430000,0.2780000,-0.2780000,0,240.0000000,0.3757090,-0.3757090,0,1.2070400,0.0989898,-0.0989898,0,2784.0400000,,,,2023.0000000,,,,7.9059000,0.006,-0.006,0,23.7748000,0.0202500,-0.0202500,0,4634.0000000,120.9000000,-120.9000000,0,4.6400000,0.0900000,-0.0900000,0,0.6800000,0.0500000,-0.0500000,0,2019-07-24 18:44:12,2021-10-29 12:59:15
1029.01,374908020,FP,05h54m57.38s,88.7390900,-65d57m31.82s,-65.9588390,,,,,,,,,2458365.8931300,0.000960,-0.000960,0,36.2221400,0.0004600,-0.0004600,0,5.1070000,0.1880000,-0.1880000,0,7170.0000000,228.1730000,-228.1730000,0,,,,0,,,,,,,,,6.8410000,0.000,0.000,0,,,,0,,,,0,,,,0,,,,0,2019-06-11 14:45:03,2021-12-07 16:02:02
1030.01,464296022,FP,10h23m19.55s,155.8314780,-57d35m24.89s,-57.5902480,-26.1840000,2.184,-2.184,0,22.4890000,1.073,-1.073,0,2460054.7839370,0.000628,-0.000628,0,12.1246519,0.0000103,-0.0000103,0,4.6120000,0.6670000,-0.6670000,0,7279.0000000,6484.9500000,-6484.9500000,0,17.6729000,2.5968800,-2.5968800,0,207.3200000,,,,1057.0000000,,,,9.5706000,0.006,-0.006,0,78.4127300,2.8399200,-2.8399200,0,4807.6000000,60.0000000,-60.0000000,0,4.1700000,0.3600000,-0.3600000,0,1.0700000,0.0300000,-0.0300000,0,2019-07-24 18:44:12,2023-05-31 10:10:01
1031.01,304021498,FP,09h23m32.13s,140.8838900,-67d01m33.62s,-67.0260060,-23.9010000,0.042,-0.042,0,3.0300000,0.047,-0.047,0,2459304.8379390,0.002852,-0.002852,0,5.6526230,0.0000254,-0.0000254,0,3.4340000,0.4750000,-0.4750000,0,1250.0000000,26.0133000,-26.0133000,0,8.9435400,1.1398800,-1.1398800,0,2717.0600000,,,,2011.0000000,,,,9.7318000,0.006,-0.006,0,270.7710000,1.6275000,-1.6275000,0,6415.4000000,103.2000000,-103.2000000,0,3.9800000,0.0800000,-0.0800000,0,1.9200000,0.0800000,-0.0800000,0,2019-06-25 15:58:39,2024-09-19 10:08:01
1033.01,149601557,FP,05h49m07.82s,87.2825860,-60d29m54.4s,-60.4984440,8.9000000,3.100,-3.100,0,20.7000000,2.200,-2.200,0,2460717.3985800,0.002632,-0.002632,0,29.0161646,0.0000476,-0.0000476,0,5.3450000,0.3140000,-0.3140000,0,1238.3381592,37.8897444,-37.8897444,0,6.8208109,0.1674868,-0.1674868,0,33.2234000,,,,,,,,10.0163000,0.006,-0.006,0,219.9400000,,,0,6113.1000000,,,0,,,,0,2.0100000,,,0,2019-06-11 14:45:00,2025-10-08 16:00:02
1034.01,400595342,FP,08h57m46.02s,134.4417520,-49d00m02.08s,-49.0005780,-4.8370000,0.063,-0.063,0,4.1090000,0.062,-0.062,0,2460768.6174270,0.002617,-0.002617,0,3.6404389,0.0000082,-0.0000082,0,2.5339234,0.5744699,-0.5744699,0,476.3077321,35.1115139,-35.1115139,0,3.7025342,0.1738907,-0.1738907,0,9941.2265514,,,,2783.0980270,,,,9.8174000,0.006,-0.006,0,363.4400000,4.9830000,-4.9830000,0,9810.0000000,173.7000000,-173.7000000,0,4.4300000,0.0600000,-0.0600000,0,1.6077600,0.0427739,-0.0427739,0,2019-07-24 18:44:12,2025-09-05 10:08:01
1037.01,363260203,FP,09h49m32.44s,147.3851720,-63d18m23.32s,-63.3064780,-19.6870000,0.070,-0.070,0,10.9530000,0.068,-0.068,0,2459331.1245120,0.003174,-0.003174,0,1.2025238,0.0000067,-0.0000067,0,1.9910000,0.0520000,-0.0520000,0,390.0000000,107.5700000,-107.5700000,0,6.3110600,1.9950400,-1.9950400,0,208477.0000000,,,,5952.0000000,,,,9.0211000,0.006,-0.006,0,279.6980000,3.2790000,-3.2790000,0,9158.0000000,171.4000000,-171.4000000,0,4.3200000,0.0700000,-0.0700000,0,1.7400000,0.0500000,-0.0500000,0,2019-07-24 18:44:12,2024-09-07 10:08:02
1038.01,90544017,FP,08h33m49.11s,128.4546380,-49d56m25.25s,-49.9403470,-15.5000000,1.600,-1.600,0,7.0000000,1.500,-1.500,0,2459273.3716430,0.002025,-0.002025,0,3.2235985,0.0000138,-0.0000138,0,2.1590000,0.4520000,-0.4520000,0,680.0000000,1.1300000,-1.1300000,0,5.5134100,,,0,2064.8000000,,,,,,,,8.7157000,0.006,-0.006,0,280.7650000,,,0,8904.0000000,239.9000000,-239.9000000,0,4.0900000,1.3600000,-1.3600000,0,2.1700000,,,0,2019-07-24 18:44:12,2021-10-29 12:59:15
